date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-31,HDFC Bank Charges,22595.84,HR & Admin,,Bank Transfer,NOR-20250194,type=normal; cycle=adhoc
2025-01-27,Vendor ABC Pvt Ltd,55563.10,Marketing,,Bank Transfer,DUP-20250063,type=duplicate; pair=063; copy=2
2025-01-30,Quantum Office Supply,23724.86,Engineering,Office,Credit Card,DUP-20250021,type=duplicate; pair=021; copy=1
2025-01-12,AWS Cloud Services,11563.38,Operations,,Bank Transfer,NOR-20250813,type=normal; cycle=quarterly
2025-01-16,Ola Corporate,627.96,Engineering,Equipment,Bank Transfer,NOR-20250722,type=normal; cycle=adhoc
2025-01-17,GitHub Enterprise,21004.60,Engineering,,UPI,NOR-20250954,type=normal; cycle=adhoc
2025-01-05,Swiggy Corporate,17960.84,Engineering,Software,UPI,NOR-20250102,type=normal; cycle=quarterly
2025-01-18,RapidOps Vendor,8289.03,Operations,Other,Credit Card,DUP-20250016,type=duplicate; pair=016; copy=2
2025-01-15,Adobe Creative Cloud,25919.34,Operations,,Credit Card,NOR-20250039,type=normal; cycle=adhoc
2025-01-12,Postman,17492.54,Sales,,Bank Transfer,NOR-20250946,type=normal; cycle=quarterly
2025-01-28,Notion Labs,3339.56,Sales,,Credit Card,NOR-20250913,type=normal; cycle=monthly
2025-01-17,GitHub Enterprise,26399.82,Marketing,Other,Credit Card,NOR-20250322,type=normal; cycle=quarterly
2025-01-12,Notion Labs,23059.19,Product,Software,UPI,NOR-20251209,type=normal; cycle=adhoc
2025-01-26,HubSpot Enterprise,229847.98,,Vendors,Credit Card,HSP-20250073,type=high_spend; variance_band=v2
2025-01-02,IndiaMART,11348.31,HR & Admin,Software,UPI,NOR-20251295,type=normal; cycle=adhoc
2025-01-26,Urban Company,18259.60,Sales,Vendors,Credit Card,NOR-20250795,type=normal; cycle=quarterly
2025-01-27,BluePeak Systems,37835.01,Engineering,Office,Credit Card,DUP-20250066,type=duplicate; pair=066; copy=2
2025-01-03,Notion Labs,29650.57,Design,,Credit Card,NOR-20250525,type=normal; cycle=quarterly
2025-01-27,Employee Reimbursement - Arjun Patel,17467.89,Operations,,Reimbursement,REB-20250023,type=reimbursement; claimant=Arjun Patel
2025-01-12,Uber for Business,1991.50,Infrastructure,,Credit Card,NOR-20250645,type=normal; cycle=quarterly
2025-01-13,LinkedIn Recruiter,21001.25,Product,,Credit Card,NOR-20250464,type=normal; cycle=quarterly
2025-01-11,Snowflake,34653.13,,Software,Credit Card,HSP-20250082,type=high_spend; variance_band=v1
2025-01-20,Swiggy Corporate,15375.54,HR & Admin,Other,UPI,NOR-20250343,type=normal; cycle=adhoc
2025-01-29,Uber for Business,519.94,Design,Marketing,UPI,NOR-20250519,type=normal; cycle=monthly
2025-01-03,Figma,15996.38,Infrastructure,Software,UPI,NOR-20251202,type=normal; cycle=quarterly
2025-01-04,Canva Teams,11430.94,Sales,,Credit Card,NOR-20250334,type=normal; cycle=quarterly
2025-01-22,GCP BigQuery,103834.01,Infrastructure,Vendors,Bank Transfer,HSP-20250230,type=high_spend; variance_band=v2
2025-01-27,Postman,10017.59,Engineering,,UPI,NOR-20250744,type=normal; cycle=adhoc
2025-01-10,Azure Compute,121673.37,Marketing,Marketing,Credit Card,HSP-20250105,type=high_spend; variance_band=v3
2025-01-17,Atlassian,6076.12,Engineering,Equipment,UPI,NOR-20250812,type=normal; cycle=monthly
2025-01-10,Canva Teams,23186.48,,Other,Bank Transfer,NOR-20251393,type=normal; cycle=quarterly
2025-01-10,Miro,5633.81,HR & Admin,Office,UPI,NOR-20250080,type=normal; cycle=monthly
2025-01-24,Slack Technologies,8261.21,Infrastructure,Software,UPI,NOR-20250822,type=normal; cycle=monthly
2025-01-22,Postman,28067.32,HR & Admin,,Credit Card,NOR-20250362,type=normal; cycle=adhoc
2025-01-23,Zomato Business,3922.71,Product,Software,Bank Transfer,NOR-20251333,type=normal; cycle=quarterly
2025-01-01,Datadog,23136.81,HR & Admin,Travel,Bank Transfer,NOR-20250238,type=normal; cycle=monthly
2025-01-03,Office Depot,16563.54,Operations,,UPI,NOR-20251052,type=normal; cycle=adhoc
2025-01-23,Azure Compute,200610.68,Engineering,Software,Credit Card,HSP-20250046,type=high_spend; variance_band=v3
2025-01-08,Figma,11785.06,Operations,,UPI,NOR-20250177,type=normal; cycle=monthly
2025-01-04,AWS Enterprise Support,59235.49,Marketing,,Bank Transfer,HSP-20250102,type=high_spend; variance_band=v2
2025-01-27,Google Workspace,10614.02,Sales,,UPI,NOR-20251086,type=normal; cycle=monthly
2025-01-03,Proxima Solutions,5626.16,Infrastructure,Office,Bank Transfer,DUP-20250059,type=duplicate; pair=059; copy=2
2025-01-04,Vendor ABC Pvt Ltd,55486.54,Design,,Bank Transfer,DUP-20250034,type=duplicate; pair=034; copy=1
2025-01-11,Slack Technologies,12175.12,HR & Admin,Vendors,Bank Transfer,NOR-20250245,type=normal; cycle=monthly
2025-01-31,Jio Fiber,17069.66,Sales,,Bank Transfer,NOR-20250224,type=normal; cycle=adhoc
2025-01-30,Razorpay Fees,9887.40,Operations,Vendors,UPI,NOR-20250604,type=normal; cycle=monthly
2025-01-22,Adobe Creative Cloud,4901.91,Product,Office,Credit Card,NOR-20251140,type=normal; cycle=monthly
2025-01-11,Salesforce,157945.33,Engineering,Vendors,Credit Card,HSP-20250047,type=high_spend; variance_band=v2
2025-01-04,Jio Fiber,14813.39,Product,Software,UPI,NOR-20251334,type=normal; cycle=monthly
2025-01-11,GCP BigQuery,84943.74,,Equipment,Bank Transfer,HSP-20250180,type=high_spend; variance_band=v1
2025-01-30,HDFC Bank Charges,19093.78,,,UPI,NOR-20250577,type=normal; cycle=quarterly
2025-01-18,Airtel Broadband,29193.50,Design,,UPI,NOR-20251401,type=normal; cycle=adhoc
2025-01-22,Dropbox Business,21230.91,Design,Vendors,Credit Card,NOR-20250756,type=normal; cycle=adhoc
2025-01-27,Notion Labs,18163.49,,,Bank Transfer,NOR-20251216,type=normal; cycle=quarterly
2025-01-12,Dropbox Business,6625.31,Marketing,Marketing,Credit Card,NOR-20251000,type=normal; cycle=adhoc
2025-01-26,Employee Reimbursement - Karan Gupta,10755.80,Operations,,Reimbursement,REB-20250066,type=reimbursement; claimant=Karan Gupta
2025-01-04,Zenith Rare Vendor 030,48354.67,Operations,Vendors,Credit Card,RVR-20250029,type=rare_vendor; first_seen=true
2025-01-22,Microsoft 365,6700.39,Infrastructure,Office,Bank Transfer,NOR-20250081,type=normal; cycle=quarterly
2025-01-05,Spectrum Tech,44494.91,Engineering,Software,Bank Transfer,DUP-20250076,type=duplicate; pair=076; copy=1
2025-01-17,Urban Company,22771.47,Operations,,UPI,NOR-20250345,type=normal; cycle=quarterly
2025-01-17,Swiggy Corporate,20663.54,Design,Office,Bank Transfer,NOR-20251091,type=normal; cycle=monthly
2025-01-30,Freshworks,25990.50,Marketing,,Bank Transfer,NOR-20250423,type=normal; cycle=adhoc
2025-01-29,Pulse Rare Vendor 005,22362.42,Sales,Vendors,Credit Card,RVR-20250004,type=rare_vendor; first_seen=true
2025-01-03,Urban Company,7596.65,Design,,UPI,NOR-20250288,type=normal; cycle=adhoc
2025-01-01,Spectrum Tech,37873.86,HR & Admin,,Bank Transfer,DUP-20250018,type=duplicate; pair=018; copy=1
2025-01-14,Azure Compute,45453.10,Engineering,,Bank Transfer,HSP-20250232,type=high_spend; variance_band=v2
2025-01-25,ICICI Bank Charges,28121.35,,Other,UPI,NOR-20251215,type=normal; cycle=monthly
2025-01-04,Employee Reimbursement - Ishita Das,16036.80,Marketing,Vendors,Reimbursement,REB-20250000,type=reimbursement; claimant=Ishita Das
2025-01-28,Zoom Communications,8362.55,Engineering,Other,Credit Card,NOR-20250590,type=normal; cycle=adhoc
2025-01-17,Google Workspace,1836.45,,,Bank Transfer,NOR-20250346,type=normal; cycle=quarterly
2025-01-19,Azure Compute,76332.74,Infrastructure,,Credit Card,HSP-20250127,type=high_spend; variance_band=v2
2025-01-12,Office Depot,28872.00,Engineering,Software,UPI,NOR-20251093,type=normal; cycle=adhoc
2025-01-15,GitHub Enterprise,28832.80,Engineering,Equipment,Bank Transfer,NOR-20250996,type=normal; cycle=monthly
2025-01-01,Canva Teams,23388.64,Operations,Marketing,Credit Card,NOR-20250560,type=normal; cycle=quarterly
2025-01-21,Oracle Cloud,134707.09,,Software,Credit Card,HSP-20250119,type=high_spend; variance_band=v1
2025-01-01,Freshworks,12430.48,Design,Travel,Credit Card,NOR-20250242,type=normal; cycle=quarterly
2025-01-02,Swiggy Corporate,15410.61,Operations,,UPI,NOR-20250339,type=normal; cycle=quarterly
2025-01-16,Razorpay Fees,7750.65,HR & Admin,Office,Bank Transfer,NOR-20250583,type=normal; cycle=adhoc
2025-01-21,Jio Fiber,16698.41,Sales,Other,UPI,NOR-20250711,type=normal; cycle=adhoc
2025-01-29,Zoom Communications,25735.78,Sales,Vendors,Bank Transfer,NOR-20250203,type=normal; cycle=adhoc
2025-01-05,Zomato Business,19584.20,Engineering,,Credit Card,NOR-20251283,type=normal; cycle=quarterly
2025-01-12,Employee Reimbursement - Priya Nair,14409.54,Marketing,Vendors,Reimbursement,REB-20250026,type=reimbursement; claimant=Priya Nair
2025-01-13,IndiaMART,17909.83,Infrastructure,,Bank Transfer,NOR-20251063,type=normal; cycle=quarterly
2025-01-18,Canva Teams,13197.84,HR & Admin,,Credit Card,NOR-20250881,type=normal; cycle=monthly
2025-01-02,Apex Services,70981.53,Engineering,Software,Bank Transfer,DUP-20250062,type=duplicate; pair=062; copy=2
2025-01-12,Canva Teams,26794.62,Infrastructure,,Credit Card,NOR-20251261,type=normal; cycle=quarterly
2025-01-17,LinkedIn Recruiter,18582.21,Sales,Software,UPI,NOR-20251232,type=normal; cycle=monthly
2025-01-30,LinkedIn Recruiter,14632.84,,,UPI,NOR-20250365,type=normal; cycle=quarterly
2025-01-23,Razorpay Fees,24125.51,Operations,Travel,UPI,NOR-20250652,type=normal; cycle=quarterly
2025-01-16,Razorpay Fees,22066.82,HR & Admin,Software,Bank Transfer,NOR-20251373,type=normal; cycle=quarterly
2025-01-08,Swiggy Corporate,22233.60,Operations,Travel,UPI,NOR-20250661,type=normal; cycle=adhoc
2025-01-21,Google Workspace,3087.79,Design,Marketing,Bank Transfer,NOR-20250584,type=normal; cycle=monthly
2025-01-06,Notion Labs,27764.85,,Travel,UPI,NOR-20251234,type=normal; cycle=adhoc
2025-01-19,Ola Corporate,29240.63,Sales,Travel,UPI,NOR-20251211,type=normal; cycle=adhoc
2025-01-28,Quantum Office Supply,60186.63,Sales,,Credit Card,DUP-20250026,type=duplicate; pair=026; copy=1
2025-01-31,Azure Compute,114552.27,Sales,Marketing,Bank Transfer,HSP-20250114,type=high_spend; variance_band=v2
2025-01-18,AWS Cloud Services,28310.88,HR & Admin,,Bank Transfer,NOR-20250098,type=normal; cycle=quarterly
2025-01-12,RapidOps Vendor,65198.13,Operations,Vendors,Bank Transfer,DUP-20250053,type=duplicate; pair=053; copy=1
2025-01-27,Proxima Solutions,75666.95,Design,,Bank Transfer,DUP-20250056,type=duplicate; pair=056; copy=1
2025-01-15,Orbit Rare Vendor 017,30863.54,Infrastructure,,Credit Card,RVR-20250016,type=rare_vendor; first_seen=true
2025-01-13,GCP BigQuery,133352.71,Infrastructure,Marketing,Bank Transfer,HSP-20250021,type=high_spend; variance_band=v3
2025-01-23,Spectrum Tech,46518.80,Infrastructure,,Credit Card,DUP-20250074,type=duplicate; pair=074; copy=2
2025-01-10,Employee Reimbursement - Ravi Kumar,16875.60,,,Reimbursement,REB-20250096,type=reimbursement; claimant=Ravi Kumar
2025-01-05,Dropbox Business,6345.34,Sales,Other,Bank Transfer,NOR-20251041,type=normal; cycle=adhoc
2025-01-18,Datadog,20862.08,,Travel,Bank Transfer,NOR-20250361,type=normal; cycle=quarterly
2025-01-21,Quantum Office Supply,60186.63,Sales,,Credit Card,DUP-20250026,type=duplicate; pair=026; copy=2
2025-01-09,Microsoft 365,9305.04,Sales,Office,Credit Card,NOR-20250656,type=normal; cycle=quarterly
2025-01-22,LinkedIn Recruiter,14858.31,Infrastructure,,UPI,NOR-20251364,type=normal; cycle=adhoc
2025-01-17,Swiggy Corporate,505.77,Engineering,,UPI,NOR-20250928,type=normal; cycle=monthly
2025-01-02,GitHub Enterprise,1200.71,Infrastructure,Software,Credit Card,NOR-20250757,type=normal; cycle=monthly
2025-01-13,Freshworks,26352.84,Infrastructure,Marketing,UPI,NOR-20250015,type=normal; cycle=quarterly
2025-01-30,Notion Labs,1264.44,,,UPI,NOR-20250311,type=normal; cycle=quarterly
2025-01-28,Jio Fiber,11710.28,Infrastructure,,UPI,NOR-20250171,type=normal; cycle=quarterly
2025-01-05,ICICI Bank Charges,21451.37,Product,,Credit Card,NOR-20251043,type=normal; cycle=monthly
2025-01-22,Orbit Rare Vendor 011,44371.40,Operations,Software,UPI,RVR-20250010,type=rare_vendor; first_seen=true
2025-01-30,Figma,7875.09,Product,,Bank Transfer,NOR-20250275,type=normal; cycle=adhoc
2025-01-08,Figma,11930.08,,,Credit Card,NOR-20250977,type=normal; cycle=monthly
2025-01-11,Northstar Consulting,89545.14,,Other,Credit Card,DUP-20250050,type=duplicate; pair=050; copy=1
2025-01-11,Helix Rare Vendor 035,18182.33,,Vendors,Bank Transfer,RVR-20250034,type=rare_vendor; first_seen=true
2025-01-18,Swiggy Corporate,6089.08,Operations,Equipment,UPI,NOR-20250921,type=normal; cycle=monthly
2025-01-23,Office Depot,12666.57,Infrastructure,,UPI,NOR-20250837,type=normal; cycle=monthly
2025-01-28,Cloudflare,21247.48,Engineering,Office,Bank Transfer,NOR-20251161,type=normal; cycle=monthly
2025-01-24,BluePeak Systems,42587.10,Design,,Bank Transfer,DUP-20250033,type=duplicate; pair=033; copy=1
2025-01-28,Uber for Business,3097.76,HR & Admin,Travel,Credit Card,NOR-20250151,type=normal; cycle=quarterly
2025-01-10,RapidOps Vendor,20368.98,Engineering,Other,Credit Card,DUP-20250002,type=duplicate; pair=002; copy=2
2025-01-13,HubSpot Enterprise,159137.28,Sales,Software,Credit Card,HSP-20250204,type=high_spend; variance_band=v2
2025-01-21,ICICI Bank Charges,3174.68,Infrastructure,Software,Bank Transfer,NOR-20251115,type=normal; cycle=quarterly
2025-01-01,Datadog,20802.02,Product,Travel,Credit Card,NOR-20250689,type=normal; cycle=monthly
2025-01-03,Office Depot,5570.26,Product,Other,UPI,NOR-20250243,type=normal; cycle=quarterly
2025-01-31,Canva Teams,25442.65,Marketing,Travel,Bank Transfer,NOR-20251182,type=normal; cycle=quarterly
2025-01-21,Meta Ads,157969.44,Sales,Software,Credit Card,HSP-20250115,type=high_spend; variance_band=v1
2025-01-10,Swiggy Corporate,27955.21,Design,,UPI,NOR-20250823,type=normal; cycle=adhoc
2025-01-22,HDFC Bank Charges,28950.10,Marketing,Travel,Credit Card,NOR-20250261,type=normal; cycle=adhoc
2025-01-07,Employee Reimbursement - Karan Gupta,9445.46,Operations,Office,Reimbursement,REB-20250092,type=reimbursement; claimant=Karan Gupta
2025-01-26,Uber for Business,19135.51,Marketing,Other,Credit Card,NOR-20250864,type=normal; cycle=adhoc
2025-01-01,Urban Company,17914.99,Sales,Other,Bank Transfer,NOR-20251339,type=normal; cycle=monthly
2025-01-26,Postman,17957.22,Marketing,Vendors,Bank Transfer,NOR-20251084,type=normal; cycle=quarterly
2025-01-03,Office Depot,16875.09,Product,Marketing,Bank Transfer,NOR-20251054,type=normal; cycle=quarterly
2025-01-26,LinkedIn Recruiter,7507.14,Product,,Bank Transfer,NOR-20250271,type=normal; cycle=adhoc
2025-01-22,Databricks,241245.77,Engineering,Marketing,Bank Transfer,HSP-20250083,type=high_spend; variance_band=v1
2025-01-17,Zoom Communications,6161.13,Sales,Equipment,Bank Transfer,NOR-20251138,type=normal; cycle=adhoc
2025-01-24,Salesforce,247772.29,Sales,Equipment,Bank Transfer,HSP-20250179,type=high_spend; variance_band=v3
2025-01-20,AWS Enterprise Support,202826.57,Infrastructure,,Credit Card,HSP-20250058,type=high_spend; variance_band=v2
2025-01-28,Horizon Rare Vendor 045,59752.06,Engineering,Vendors,UPI,RVR-20250044,type=rare_vendor; first_seen=true
2025-01-13,Airtel Broadband,15921.07,Marketing,Travel,Bank Transfer,NOR-20250258,type=normal; cycle=quarterly
2025-01-06,Databricks,36383.90,Marketing,,Credit Card,HSP-20250136,type=high_spend; variance_band=v3
2025-01-08,Cloudflare,1041.98,Infrastructure,Travel,UPI,NOR-20250962,type=normal; cycle=quarterly
2025-01-10,Atlassian,6864.42,Engineering,Other,Bank Transfer,NOR-20250539,type=normal; cycle=adhoc
2025-01-16,Zenith Rare Vendor 016,55452.17,Product,Other,Bank Transfer,RVR-20250015,type=rare_vendor; first_seen=true
2025-01-26,Nimbus Data Labs,31824.68,Sales,Office,Bank Transfer,DUP-20250075,type=duplicate; pair=075; copy=2
2025-01-12,Notion Labs,13212.37,HR & Admin,Vendors,Bank Transfer,NOR-20250341,type=normal; cycle=quarterly
2025-01-16,Miro,17007.03,Marketing,,Credit Card,NOR-20251325,type=normal; cycle=adhoc
2025-01-26,GitHub Enterprise,25675.54,Sales,,Credit Card,NOR-20251387,type=normal; cycle=quarterly
2025-01-07,Meta Ads,45133.04,Engineering,Software,Credit Card,HSP-20250144,type=high_spend; variance_band=v3
2025-01-17,Uber for Business,7413.01,Operations,,Credit Card,NOR-20250405,type=normal; cycle=monthly
2025-01-15,IndiaMART,9069.40,Operations,,Credit Card,NOR-20251012,type=normal; cycle=monthly
2025-01-21,BluePeak Systems,5088.08,Design,Other,Bank Transfer,DUP-20250041,type=duplicate; pair=041; copy=2
2025-01-18,Miro,6690.45,Operations,Marketing,Bank Transfer,NOR-20251034,type=normal; cycle=quarterly
2025-01-19,Employee Reimbursement - Asha Reddy,16046.34,HR & Admin,,Reimbursement,REB-20250081,type=reimbursement; claimant=Asha Reddy
2025-01-13,Notion Labs,23309.13,Infrastructure,Travel,UPI,NOR-20251290,type=normal; cycle=adhoc
2025-01-05,LinkedIn Recruiter,14452.80,Design,Office,UPI,NOR-20250166,type=normal; cycle=adhoc
2025-01-21,Azure Compute,65281.67,Engineering,,Bank Transfer,HSP-20250030,type=high_spend; variance_band=v3
2025-01-26,Canva Teams,15736.79,Infrastructure,,Credit Card,NOR-20250642,type=normal; cycle=adhoc
2025-01-16,Google Workspace,29456.29,Marketing,Software,Bank Transfer,NOR-20250699,type=normal; cycle=adhoc
2025-01-11,Freshworks,15320.60,Design,Travel,Credit Card,NOR-20250587,type=normal; cycle=monthly
2025-01-23,Spectrum Tech,62151.61,Product,,Credit Card,DUP-20250064,type=duplicate; pair=064; copy=1
2025-01-04,Azure Compute,237015.94,Sales,,Credit Card,HSP-20250033,type=high_spend; variance_band=v3
2025-01-15,Ola Corporate,23214.03,Infrastructure,Other,Bank Transfer,NOR-20250834,type=normal; cycle=adhoc
2025-01-25,Jio Fiber,6946.99,,,UPI,NOR-20250501,type=normal; cycle=adhoc
2025-01-19,Notion Labs,3048.40,Marketing,,UPI,NOR-20251101,type=normal; cycle=adhoc
2025-01-17,Salesforce,202887.88,Marketing,,Bank Transfer,HSP-20250038,type=high_spend; variance_band=v2
2025-01-17,Uber for Business,29725.67,Product,Equipment,Bank Transfer,NOR-20250470,type=normal; cycle=adhoc
2025-01-06,Jio Fiber,25825.81,Engineering,,Credit Card,NOR-20250857,type=normal; cycle=adhoc
2025-01-03,Dropbox Business,18699.53,Engineering,Vendors,Credit Card,NOR-20250919,type=normal; cycle=quarterly
2025-01-23,Postman,27651.57,Design,,Credit Card,NOR-20250471,type=normal; cycle=quarterly
2025-01-13,Notion Labs,21333.69,Infrastructure,,UPI,NOR-20250991,type=normal; cycle=adhoc
2025-01-12,Urban Company,26989.02,Design,Travel,Credit Card,NOR-20251170,type=normal; cycle=monthly
2025-01-15,Employee Reimbursement - Meera Singh,16505.59,Sales,,Reimbursement,REB-20250061,type=reimbursement; claimant=Meera Singh
2025-01-21,RapidOps Vendor,3955.00,HR & Admin,,Bank Transfer,DUP-20250071,type=duplicate; pair=071; copy=1
2025-01-07,Zoom Communications,2669.13,Product,Software,Bank Transfer,NOR-20251147,type=normal; cycle=monthly
2025-01-09,HubSpot Enterprise,127314.95,Engineering,,Bank Transfer,HSP-20250027,type=high_spend; variance_band=v1
2025-01-11,Ola Corporate,26025.19,,,Bank Transfer,NOR-20250163,type=normal; cycle=quarterly
2025-01-06,Cloudflare,18749.59,Marketing,,UPI,NOR-20251183,type=normal; cycle=quarterly
2025-01-07,Dropbox Business,10588.79,Marketing,Office,Bank Transfer,NOR-20250839,type=normal; cycle=quarterly
2025-01-16,Office Depot,21769.61,Design,,UPI,NOR-20250911,type=normal; cycle=adhoc
2025-01-10,ICICI Bank Charges,27955.50,Marketing,Equipment,Credit Card,NOR-20250493,type=normal; cycle=quarterly
2025-01-05,Spectrum Tech,84036.17,HR & Admin,,Credit Card,DUP-20250065,type=duplicate; pair=065; copy=2
2025-01-02,Cloudflare,6186.52,Operations,,Credit Card,NOR-20250644,type=normal; cycle=monthly
2025-01-11,Freshworks,12294.05,,Vendors,Credit Card,NOR-20250933,type=normal; cycle=adhoc
2025-01-13,AWS Cloud Services,21669.96,,,Bank Transfer,NOR-20251398,type=normal; cycle=quarterly
2025-01-13,Slack Technologies,6015.81,,Vendors,UPI,NOR-20250741,type=normal; cycle=monthly
2025-01-02,Cloudflare,2938.78,Engineering,Other,Credit Card,NOR-20250497,type=normal; cycle=quarterly
2025-01-18,Zomato Business,12400.11,Product,Office,Credit Card,NOR-20250673,type=normal; cycle=monthly
2025-01-25,Canva Teams,23094.63,,Equipment,Credit Card,NOR-20250499,type=normal; cycle=quarterly
2025-01-30,Employee Reimbursement - Meera Singh,4315.32,HR & Admin,,Reimbursement,REB-20250063,type=reimbursement; claimant=Meera Singh
2025-01-09,Oracle Cloud,227229.50,Infrastructure,Software,Credit Card,HSP-20250233,type=high_spend; variance_band=v3
2025-01-25,Jio Fiber,12095.23,,Vendors,Credit Card,NOR-20250399,type=normal; cycle=monthly
2025-01-04,Urban Company,5140.64,Sales,Equipment,UPI,NOR-20250551,type=normal; cycle=adhoc
2025-01-08,Urban Company,12651.92,Engineering,Vendors,Credit Card,NOR-20251262,type=normal; cycle=monthly
2025-01-11,Urban Company,19514.96,Sales,,Bank Transfer,NOR-20250903,type=normal; cycle=monthly
2025-01-10,Swiggy Corporate,25378.17,Infrastructure,,Bank Transfer,NOR-20251065,type=normal; cycle=monthly
2025-01-17,LinkedIn Recruiter,16029.04,HR & Admin,Office,UPI,NOR-20251074,type=normal; cycle=monthly
2025-01-07,Zomato Business,29130.85,Infrastructure,,UPI,NOR-20250967,type=normal; cycle=monthly
2025-01-17,Saffron Rare Vendor 027,19614.00,Marketing,,UPI,RVR-20250026,type=rare_vendor; first_seen=true
2025-01-10,ICICI Bank Charges,14458.24,Marketing,Equipment,Credit Card,NOR-20251080,type=normal; cycle=adhoc
2025-01-28,Employee Reimbursement - Meera Singh,22640.23,Marketing,Vendors,Reimbursement,REB-20250029,type=reimbursement; claimant=Meera Singh
2025-01-25,Uber for Business,19984.10,Sales,,Bank Transfer,NOR-20251103,type=normal; cycle=quarterly
2025-01-09,Ola Corporate,4466.91,Infrastructure,Other,Bank Transfer,NOR-20250856,type=normal; cycle=quarterly
2025-01-24,ICICI Bank Charges,20185.83,,,UPI,NOR-20251122,type=normal; cycle=monthly
2025-01-16,ICICI Bank Charges,1169.36,Design,,UPI,NOR-20251176,type=normal; cycle=monthly
2025-01-15,Airtel Broadband,10956.96,Engineering,Other,UPI,NOR-20251410,type=normal; cycle=monthly
2025-01-16,LinkedIn Recruiter,23173.89,Engineering,,UPI,NOR-20251157,type=normal; cycle=quarterly
2025-01-16,Notion Labs,24571.06,Operations,,Credit Card,NOR-20251366,type=normal; cycle=monthly
2025-01-06,Employee Reimbursement - Asha Reddy,12569.62,Marketing,Other,Reimbursement,REB-20250002,type=reimbursement; claimant=Asha Reddy
2025-01-29,Figma,9477.53,Infrastructure,,Credit Card,NOR-20251402,type=normal; cycle=quarterly
2025-01-29,Miro,26369.62,HR & Admin,Equipment,Bank Transfer,NOR-20251329,type=normal; cycle=quarterly
2025-01-05,Urban Company,3327.09,Infrastructure,,Credit Card,NOR-20251218,type=normal; cycle=monthly
2025-01-30,Azure Compute,111235.10,Marketing,Vendors,Bank Transfer,HSP-20250099,type=high_spend; variance_band=v3
2025-01-18,AWS Enterprise Support,121351.34,Infrastructure,,Bank Transfer,HSP-20250104,type=high_spend; variance_band=v3
2025-01-22,Zoom Communications,23676.97,Design,,Bank Transfer,NOR-20250775,type=normal; cycle=monthly
2025-01-29,Notion Labs,26896.34,,Marketing,Credit Card,NOR-20250440,type=normal; cycle=adhoc
2025-01-08,IndiaMART,21167.12,Sales,Office,UPI,NOR-20250704,type=normal; cycle=adhoc
2025-01-30,Miro,9049.90,Marketing,Other,UPI,NOR-20251190,type=normal; cycle=adhoc
2025-01-11,Zomato Business,12061.54,Product,Equipment,Bank Transfer,NOR-20251040,type=normal; cycle=quarterly
2025-01-12,IndiaMART,17921.44,Sales,Vendors,Credit Card,NOR-20251243,type=normal; cycle=monthly
2025-01-24,Employee Reimbursement - Ravi Kumar,3783.55,Sales,Vendors,Reimbursement,REB-20250099,type=reimbursement; claimant=Ravi Kumar
2025-01-14,Jio Fiber,29335.64,Engineering,,UPI,NOR-20250433,type=normal; cycle=adhoc
2025-01-25,Snowflake,76981.88,Infrastructure,Software,Bank Transfer,HSP-20250238,type=high_spend; variance_band=v2
2025-01-19,Uber for Business,9827.23,Sales,Software,Bank Transfer,NOR-20250052,type=normal; cycle=adhoc
2025-01-07,Northstar Consulting,67635.09,Infrastructure,,Credit Card,DUP-20250009,type=duplicate; pair=009; copy=1
2025-01-08,AWS Cloud Services,4711.99,Product,Software,Credit Card,NOR-20250307,type=normal; cycle=monthly
2025-01-14,Employee Reimbursement - Priya Nair,16995.19,HR & Admin,,Reimbursement,REB-20250036,type=reimbursement; claimant=Priya Nair
2025-01-01,Ola Corporate,15391.45,Infrastructure,Other,UPI,NOR-20251252,type=normal; cycle=adhoc
2025-01-22,Notion Labs,5438.15,,Vendors,Credit Card,NOR-20250754,type=normal; cycle=monthly
2025-01-21,Figma,1337.02,Engineering,Vendors,UPI,NOR-20250328,type=normal; cycle=quarterly
2025-01-29,Jio Fiber,4868.77,Marketing,Software,Bank Transfer,NOR-20250063,type=normal; cycle=quarterly
2025-01-01,Cloudflare,11662.33,HR & Admin,Marketing,Credit Card,NOR-20250602,type=normal; cycle=adhoc
2025-01-29,Airtel Broadband,8638.41,,,Bank Transfer,NOR-20250963,type=normal; cycle=quarterly
2025-01-28,Datadog,22574.75,Infrastructure,,Bank Transfer,NOR-20250767,type=normal; cycle=adhoc
2025-01-31,GCP BigQuery,40166.48,Marketing,,Bank Transfer,HSP-20250169,type=high_spend; variance_band=v3
2025-01-07,Razorpay Fees,3973.17,Sales,Other,Credit Card,NOR-20250686,type=normal; cycle=quarterly
2025-01-11,IndiaMART,20102.56,Design,Office,Bank Transfer,NOR-20250737,type=normal; cycle=adhoc
2025-01-05,Figma,20580.58,HR & Admin,Office,Credit Card,NOR-20250668,type=normal; cycle=monthly
2025-01-02,Vendor ABC Pvt Ltd,23909.16,Sales,,Credit Card,DUP-20250072,type=duplicate; pair=072; copy=1
2025-01-06,Office Depot,4435.58,,Equipment,Bank Transfer,NOR-20250293,type=normal; cycle=adhoc
2025-01-02,GitHub Enterprise,3213.37,Infrastructure,Software,Credit Card,NOR-20250579,type=normal; cycle=quarterly
2025-01-01,Microsoft 365,13573.23,Marketing,Marketing,UPI,NOR-20250873,type=normal; cycle=monthly
